pathway,effector_vs_all_padj,effector_vs_all_NES,intermediate_vs_all_padj,intermediate_vs_all_NES,memory_vs_all_padj,memory_vs_all_NES
REACTOME_SIGNALING_BY_FGFR,0.17501317870321562,1.3795484547694572,0.9430469784501447,-0.8596119538198661,0.16938775510204082,-1.4893991899182084
BIOCARTA_STATHMIN_PATHWAY,0.36902867247694837,1.3778878748006043,0.43673948790227857,-1.295671250367215,0.3546377069610112,-1.3672943509153255
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.2783483546426325,1.3752726388271446,0.6606285165362975,-1.0619224444274993,0.4966684148532812,-1.1690386509948465
BIOCARTA_VDR_PATHWAY,0.3998453870409928,1.3723283400337862,0.3113419349198717,-1.4386435920245784,0.9165432098765433,-0.7151957985378933
BIOCARTA_TCRA_PATHWAY,0.3998453870409928,1.3707977583730073,0.18303841219690628,-1.6186043944205666,0.6448249424993611,-1.0369272655450044
BIOCARTA_CK1_PATHWAY,0.403731990189352,1.362692120447274,0.9861990118819159,0.5797427166678233,0.06304296225967244,-2.1111182238758857
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR,0.1805956392318037,1.3625155220817518,0.9923164528912504,-0.7593236139205497,0.20232686980609418,-1.4308359276786518
REACTOME_SIGNALING_BY_NOTCH3,0.40519664049075815,1.362204586368065,0.2888626634270508,-1.473306749334583,0.505049149228422,-1.2061534283673838
BIOCARTA_PLCE_PATHWAY,0.3905882352941177,1.3603702316632715,0.8051474425486717,-0.9454206370992027,0.20419653206538452,-1.6660035823555734
PID_NFAT_3PATHWAY,0.2530083459321263,1.3593882900499445,0.6577887488631934,-1.0700734797539238,0.14194858639303082,-1.6357397672246414
REACTOME_DARPP_32_EVENTS,0.3559917308434994,1.358567381218067,0.9288822104602135,0.789016182395148,0.06304296225967244,-2.337172086635987
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0.4435251023486317,1.3579127978297787,0.34924391847468766,-1.4076559326062181,0.9717898752703024,0.6092911293606577
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.398951883438757,1.3526276518031761,0.5364017213076552,-1.181229463494998,0.6433505235192999,-1.0448469469459385
PID_SMAD2_3PATHWAY,0.398951883438757,1.3526193884162905,0.9430469784501447,0.7442914372104711,0.24203322489224235,-1.4952910551997336
REACTOME_GAB1_SIGNALOSOME,0.32369190770230744,1.3500539059883974,0.6577887488631934,-1.0891873435157677,0.4470337288361551,-1.2278093496457823
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.4619652134628417,1.347766130639381,0.9288822104602135,-0.7670686718505939,0.6171720692459626,-1.1065584981656085
BIOCARTA_PAR1_PATHWAY,0.30518445887976464,1.347192792668853,0.9665644706996684,-0.7292356845815813,0.450384523525197,-1.2376443232429561
REACTOME_TCR_SIGNALING,0.29208382453856035,1.344300642754579,0.05766391663048198,-1.7560509249891803,0.4684818061949154,1.1992245832332353
REACTOME_OLFACTORY_SIGNALING_PATHWAY,0.45854136885647795,1.3441381210785326,0.42546374907890944,-1.3842237589959763,0.4637003292772547,-1.280429191032125
PID_INSULIN_GLUCOSE_PATHWAY,0.36902867247694837,1.3384418256038122,0.810786809543544,-0.9439773077680155,0.26215454032712915,-1.448638174230125
PID_ERBB1_INTERNALIZATION_PATHWAY,0.32448810047402626,1.335172675019934,0.2816506375574581,-1.355260773056132,0.6422455075624673,-1.0608161152419988
BIOCARTA_IL7_PATHWAY,0.40391018526423633,1.3313950896952051,0.24862100456621003,-1.4738588679062175,0.7363492342897376,-0.9422667072483756
BIOCARTA_GCR_PATHWAY,0.40391018526423633,1.3277520663994784,0.6970267683472784,1.0716759573210806,0.06304296225967244,-1.9611317529153482
BIOCARTA_TOB1_PATHWAY,0.41747210707473276,1.3214240971470714,0.09099131197412777,-1.7513427636779504,0.769840278511743,0.8911401736574475
ST_ADRENERGIC,0.36902867247694837,1.3180288689356134,0.9021263396249826,-0.8479152724103537,0.2827568134171908,-1.4323826508628397
BIOCARTA_WNT_PATHWAY,0.37074260189838076,1.3164914847061626,0.3856677524429968,-1.2929770972798178,0.5056199056199057,-1.1483698816812131
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.4478117376955087,1.3132579801437545,0.6749796692870698,-1.0653325592795198,0.731111834931245,0.9457225963995722
REACTOME_SIGNALING_BY_ERBB4,0.27990770323038694,1.3130861617040583,0.902647197018425,-0.8979878801870452,0.23854606931530006,-1.3431151151432699
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,0.45854136885647795,1.31259308340121,0.0569647401984615,-1.8464716542062127,0.7472270869819031,0.8943409434752864
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S,0.35951131332361086,1.3111096531189197,0.23074044373162256,-1.425224919345241,0.9389518512580828,-0.7707532105606789
PID_AR_TF_PATHWAY,0.34236136932649164,1.3100266196742516,0.3068484848484848,-1.3634400486190237,0.9478379825135311,-0.7520742607737799
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.36902867247694837,1.3092511716641062,0.051566807750553334,-1.7525212408495288,0.713191638240182,0.9742476138406196
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.36498421541318476,1.3058792427086143,0.09593296250812684,-1.585667102734593,0.8208996976943554,0.8528410058505308
PID_HDAC_CLASSIII_PATHWAY,0.41540915019536545,1.3057474927286943,0.8150868893546919,0.9609425235195913,0.3657016970155933,-1.3207555163259064
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.22210058991668188,1.3044649737987528,0.8342950038924761,-0.9642978364990951,0.178622668579627,-1.3750200025346746
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,0.505724807499163,1.3034983333498804,0.6743301642178046,-1.1135819435826142,0.6675747551404294,-1.047818524387395
PID_THROMBIN_PAR1_PATHWAY,0.3573053385448515,1.3028575306237657,0.9961769702973728,0.5673443628368308,0.24831712789827973,-1.4172637329218845
REACTOME_IL1_SIGNALING,0.35129354324281425,1.3023181633313285,0.5845827183510708,-1.1192020867090748,0.9487733743275207,0.7174820970970571
PID_IL12_STAT4_PATHWAY,0.35951131332361086,1.2986470035656987,0.45355191256830596,-1.2028635628496958,0.5595472317937548,-1.0995815126008974
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS,0.5032209170140204,1.2947171728666627,0.5274640760979559,-1.280015349798346,0.43477067029961236,-1.3163221618201335
BIOCARTA_CTLA4_PATHWAY,0.44795483087525556,1.2947131302159192,0.3236656105288813,-1.4249902818728741,0.5759206993873477,1.1145366255413818
SA_TRKA_RECEPTOR,0.4652618849842061,1.294658536693164,0.7224074074074075,1.0415683415305943,0.20232686980609418,-1.6804783315243736
PID_IFNG_PATHWAY,0.37074260189838076,1.2941109187591155,0.8463527440911904,-0.912721134778933,0.2945333292544893,-1.3122376975585617
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.5039551887800915,1.2909601680608627,0.9650289540354687,-0.6343072943780358,0.43477067029961236,-1.3157015319733925
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,0.48420029168692275,1.2907897473133625,0.11572984749455337,-1.758423125780314,0.7144519684303927,0.9589584538122558
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.45854136885647795,1.2901440681883187,0.1321886275973622,-1.6647486462949732,0.7381841061115781,0.9316365761925591
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.3818381838183818,1.2884888764113311,0.7202060830659375,-1.0166492256029382,0.4904830619116333,-1.1862696164864752
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR,0.4927643784786642,1.2840285387561228,0.5253059344268862,-1.2230250840760715,0.29680988968963107,-1.4798124410654574
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,0.4435251023486317,1.2758886740294064,0.33530837597629953,-1.3582024268667636,0.8092626447288238,-0.8609159813078893
BIOCARTA_NOS1_PATHWAY,0.47513416815742404,1.2756437038708621,0.9288822104602135,0.7667254178559978,0.161596495497688,-1.7484398415263147
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,0.5032209170140204,1.2728607657529794,0.9231912206408338,-0.7838647407025319,0.2546712802768166,-1.5339405076463626
PID_IL12_2PATHWAY,0.35129354324281425,1.2712263557244463,0.46567656765676574,-1.193332617498946,0.5439836149513569,-1.091361540748346
BIOCARTA_MYOSIN_PATHWAY,0.446649905165189,1.269542253462454,0.4385552115583075,-1.2511446108932984,0.8531006469083797,-0.837693623026308
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,0.5039551887800915,1.2694686165308162,0.3829296424452134,-1.3580504798197461,0.9071803262097929,0.7188159608977572
BIOCARTA_TCR_PATHWAY,0.37811111111111106,1.264881095441234,0.9650289540354687,-0.7462418685188114,0.33263901705908716,-1.3022247138827836
BIOCARTA_IL17_PATHWAY,0.5270419752252443,1.2647139010628394,0.5188833478998509,-1.2287179784320632,0.8140941125031835,-0.8193060209280107
BIOCARTA_AMI_PATHWAY,0.5039551887800915,1.2642917592720846,0.2578140166957872,-1.5275103068950644,0.9638235406677637,0.6358521842548298
BIOCARTA_ARAP_PATHWAY,0.48678473588764126,1.262991689062657,0.9923164528912504,0.5732330897926771,0.22722301987011154,-1.5097666504127805
PID_ARF6_PATHWAY,0.4121497744188051,1.2611580164689766,0.3113419349198717,-1.3174381439037879,0.5035017466132742,-1.1954732841524975
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.37074260189838076,1.2561403009470846,0.9923164528912504,-0.7481451841074231,0.34811518592399365,-1.2452276880797628
REACTOME_SPHINGOLIPID_METABOLISM,0.39801494368239093,1.250865971933504,0.896024884497507,-0.8634786113111732,0.2076784736883259,-1.4304359856132882
REACTOME_ETHANOL_OXIDATION,0.5378556779208244,1.249993309038857,0.9288822104602135,-0.7526899315863158,0.713191638240182,-0.9596420855637908
KEGG_LONG_TERM_POTENTIATION,0.36902867247694837,1.247151409107542,0.83821552888656,-0.9192889672251756,0.178622668579627,-1.4570546005473586
BIOCARTA_EPHA4_PATHWAY,0.51998433782114994,1.2436349872123271,0.9962093099348003,0.4990054103695746,0.22735832905324432,-1.6492752569520808
REACTOME_CIRCADIAN_CLOCK,0.4192386258124419,1.243023148162336,0.2076238665112709,-1.4690553014246632,0.9206220397144669,-0.7831431493381218
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.48678473588764126,1.2422104263027796,0.5364017213076552,-1.1680177187688945,0.5439836149513569,-1.1496920489043
REACTOME_SIGNALING_BY_NOTCH2,0.5344273183691809,1.2363394447704612,0.1950503047661012,-1.589141083439663,0.9290018979921966,-0.6992257871816792
PID_HIF2PATHWAY,0.41697113628059923,1.2359109711488572,0.6990700122828567,-1.0338131497369014,0.5186004455510418,-1.150385246779831
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,0.5344273183691809,1.2337792517043626,0.7334556285381778,-1.016546680441481,0.6606557714050777,-1.0322052452836725
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.49058713161489137,1.2312662719396248,0.7288041887541058,-1.0123617685618227,0.5960018081947647,-1.0809144662844121
SIG_BCR_SIGNALING_PATHWAY,0.4318456121919341,1.2278155284900998,0.8075551665361403,-0.9401215718073779,0.479666095890411,-1.1571831160434898
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.35129354324281425,1.2277215458745268,0.9962093099348003,0.6414488915875489,0.23097373717295697,-1.3464385562506558
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.4652618849842061,1.2259963611550146,0.8291708291708292,-0.9359020370490735,0.54000518000518,-1.1391741897499783
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.46836904768676796,1.2237957820692085,0.896024884497507,-0.8676375164525688,0.3206408271669815,-1.3359506083468857
REACTOME_SIGNALLING_TO_ERKS,0.44824482448244823,1.223451892295388,0.9618642733427807,0.7122834438376296,0.23854606931530006,-1.4867130157172033
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.452065492360782,1.222887303369101,0.41173118820177645,-1.2679872508276662,0.5864518195149083,-1.0792656492588402
REACTOME_GLUCURONIDATION,0.568759310491594,1.2212761075424925,0.665204811511759,-1.137840685993865,0.4310099822810126,-1.333604885286849
REACTOME_BOTULINUM_NEUROTOXICITY,0.5262707940013536,1.2212523311204297,0.897591773586085,-0.8342209928957751,0.555352798053528,-1.1413061445542279
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS,0.5270419752252443,1.2198438327873515,0.8342950038924761,-0.9062607509493211,0.5056199056199057,-1.1922120357553045
PID_NEPHRIN_NEPH1_PATHWAY,0.4927643784786642,1.2159200041816414,0.9577784602212978,0.7025497602258437,0.45182405850021323,-1.2176078780552895
REACTOME_FRS2_MEDIATED_CASCADE,0.5235327294282853,1.2141676357904874,0.8412787173721771,0.9071446223918702,0.23700178465199284,-1.4943161120025434
KEGG_DORSO_VENTRAL_AXIS_FORMATION,0.5235327294282853,1.214137381188825,0.977270318446789,0.6476506492341478,0.2943649021410745,-1.4222801160040972
PID_TCR_PATHWAY,0.44968677690614595,1.2116312051731424,0.7832722641529131,-0.9851692660041315,0.505049149228422,-1.1291481465959339
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.5235327294282853,1.2108156002227317,0.8333118805509074,-0.9307039842966032,0.4889644587310058,-1.2046809855399094
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING,0.4927643784786642,1.2104343703240237,0.6437129392943468,-1.0773222387907286,0.43477067029961236,-1.244044296771707
