pathway,memory_vs_intermediate_padj,memory_vs_intermediate_NES,memory_vs_effector_padj,memory_vs_effector_NES,intermediate_vs_effector_padj,intermediate_vs_effector_NES
BIOCARTA_TOB1_PATHWAY,0.10101701619467075,1.6199188057018772,0.606478638131683,-1.0836652714061583,0.0988561077888886,-1.6932100090146471
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0.05487603305785124,1.6176783032753848,0.547321833020206,1.1328320411240937,0.9190601048810004,0.8355421004281592
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.09453783649103538,1.614921439010686,0.8052513701245755,-0.8960484910962045,0.12836498960900874,-1.5051105344940632
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.06573606573606573,1.614763599345124,0.5419864818421354,1.1363152235279534,0.32643575418994414,-1.3069450740569515
BIOCARTA_CTLA4_PATHWAY,0.10101701619467075,1.6132256233292586,0.555839430186196,-1.1215483695639985,0.25412526679914627,-1.4268309066434062
BIOCARTA_ASBCELL_PATHWAY,0.14216073781291172,1.610700349189668,0.3823964242736806,1.3356324351457647,0.9333913626381323,0.7531911553253982
REACTOME_GPCR_DOWNSTREAM_SIGNALING,0.0275495809476392,1.6059379889635186,0.3035033683529528,1.2280679652206499,0.9065072797955497,0.9056865400187302
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,0.1425963706646623,1.6058747184514015,0.682266257660832,1.0493473471208472,0.8920224472879369,0.8474844219331972
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.025944594224983394,1.59923466883133,0.44141971830985915,1.191669404067157,0.778210496758677,-0.9981110166779448
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,0.04541723666210671,1.5951799942928082,0.08268991282689912,1.4630272785705551,0.528292569171045,1.1559864134129916
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.09295256379489641,1.588017418051655,0.7339531694895096,0.9707484713046063,0.9065072797955497,-0.8535189015459191
BIOCARTA_STEM_PATHWAY,0.16149430878490126,1.5829930247551982,0.3107492809437918,1.4371686067302794,0.991613242403903,0.5158936751097221
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,0.15182232519854275,1.5682337142989553,0.6674888915170049,1.0828466061066868,0.9800358026655472,0.5472072763059292
REACTOME_GPCR_LIGAND_BINDING,0.02712861578689329,1.5641973405615806,0.10470250192725487,1.4271156635346345,0.5237947444651355,1.1382569696728106
BIOCARTA_TEL_PATHWAY,0.15760857471349626,1.5599496225783587,0.3121508766108069,1.4103326191496652,0.8350421811704202,0.953701846312399
REACTOME_TCR_SIGNALING,0.09559851912793088,1.559558949114498,0.6294071907283296,-1.0805054686967286,0.20186701956436212,-1.4436274498118833
KEGG_ABC_TRANSPORTERS,0.12457786116322701,1.5556079924977377,0.1674000733406674,1.5629499479414606,0.6940542633158048,1.0819485919397873
BIOCARTA_STRESS_PATHWAY,0.15196826365578275,1.5503659207206117,0.5419864818421354,1.1753279894423565,0.9494292140389387,0.7424060098468449
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.07745773751081472,1.5496876359817013,0.8285808561058282,0.9067044617138598,0.8014363090478419,-0.967023479441288
REACTOME_P2Y_RECEPTORS,0.207034840901638,1.5381662396240916,0.40795637815835956,1.3528794498338832,0.8771354900989471,0.873362527735034
REACTOME_INTERFERON_GAMMA_SIGNALING,0.09538272111635543,1.5309822939034483,0.08672275492767662,1.6387684833440948,0.35667421248513215,1.310840035611108
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.07745773751081472,1.528094958023894,0.5336692157744789,1.1526388129007257,0.8378055229817665,-0.9451459647406926
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.06573606573606573,1.5266899674827876,0.03314531023810712,1.8514060225878575,0.12203849312786817,1.4575907143083742
REACTOME_DEFENSINS,0.19410561003481355,1.5238369492216124,0.13430420711974111,1.6172078810708257,0.3862743444903465,1.3481847067421093
BIOCARTA_NTHI_PATHWAY,0.16196864798938193,1.5225607368117027,0.7187214805696458,0.9773686241441734,0.919983361694082,0.8224549838606043
REACTOME_SIGNALING_BY_NODAL,0.18556618713652634,1.5206547683860794,0.7788358376554431,0.9047867926652968,0.8920224472879369,-0.8502001524412268
ST_GA13_PATHWAY,0.14423807972195068,1.515767577561479,0.6681040678453356,1.034186353944997,0.8771354900989471,-0.8895195383856229
PID_RHOA_REG_PATHWAY,0.15182232519854275,1.511447861112715,0.4262466496806856,1.255751867990478,0.9606881768221823,0.702095033592211
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,0.207034840901638,1.5037733511832554,0.7949052586130764,-0.8957642601746341,0.622960380348653,-1.1208240738507966
BIOCARTA_IL1R_PATHWAY,0.15696703751311258,1.5011448798483475,0.6917688597936817,1.0085894335494443,0.9115563923256231,0.8309424941012747
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.19887406750048534,1.4991140685222117,0.811157487529268,-0.8795667541666935,0.4730335666093953,-1.2667598288511852
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,0.2406124020473796,1.4963346494166643,0.868038902211564,-0.7884268119910499,0.055225184014638,-1.699695651681075
REACTOME_REGULATION_OF_IFNG_SIGNALING,0.2129582885413759,1.4793740535734807,0.41638795986622074,1.3081390017998216,0.8403955174686881,-0.9009452917163556
BIOCARTA_EXTRINSIC_PATHWAY,0.21554306287164504,1.4761297923470096,0.8220952380952381,-0.8616267694887435,0.5006451874079659,-1.2927251224227423
KEGG_TRYPTOPHAN_METABOLISM,0.20039611430727153,1.4737337714915755,0.5429472674050498,1.1639200171833557,0.9992027881736958,0.519173790294939
PID_IL2_1PATHWAY,0.09582122167934526,1.4716683617758022,0.19076005961251863,1.4860931874224295,0.5006451874079659,1.190287188191049
KEGG_TYPE_I_DIABETES_MELLITUS,0.16811674262302628,1.471281368536983,0.0815340850950617,1.7196341832475215,0.4127428127428127,1.2879516406575513
REACTOME_P75NTR_SIGNALS_VIA_NFKB,0.21554306287164504,1.4674699374066082,0.9531321859103896,0.6418975733250801,0.9333913626381323,-0.730067798649298
BIOCARTA_IL22BP_PATHWAY,0.21554306287164504,1.4604745993053099,0.5429472674050498,1.1930064416058828,0.8427471389877619,0.9082459741978556
REACTOME_REGULATION_OF_KIT_SIGNALING,0.2560493589125615,1.458181910089354,0.45822536450052437,1.2734347169750002,0.8485564950879786,0.925782955164946
REACTOME_AMINE_DERIVED_HORMONES,0.20039611430727153,1.456421904782354,0.9211560693641618,0.7014507606436208,0.4511387559808613,-1.3097040244468072
BIOCARTA_CYTOKINE_PATHWAY,0.2189737029140014,1.4542438195178924,0.08672275492767662,1.651532096969733,0.10085667416003403,1.6446625601869025
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.21140282131661445,1.4529465027730033,0.7131108159285533,0.9967635887531798,0.8955497851002865,-0.8552826144888773
KEGG_PROPANOATE_METABOLISM,0.21301877363670574,1.4521013674801844,0.8162823913487043,-0.8814659314938272,0.49206098523962827,-1.2188274206390588
ST_T_CELL_SIGNAL_TRANSDUCTION,0.16286485160657344,1.4517710954255034,0.2467484206614641,1.4054622541980284,0.7066705713448997,1.0542284158993396
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.2589535261618459,1.4505244486877318,0.6555393444217489,1.0807401712371216,0.9212149413921545,-0.7721453042624594
REACTOME_SIGNALING_BY_ILS,0.10042347247428918,1.445514776387015,0.21591004447428047,1.3424503608030876,0.8903094885677241,0.9104130549529474
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,0.24654507253989244,1.4381830988791189,0.5111479185399018,1.2315468112470056,0.9324530279212515,0.7823330415943831
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.26477522517358426,1.4369349838770011,0.7187214805696458,0.9942462162339389,0.9810729364432715,0.5848424108696196
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.18262244734248584,1.4324529710942708,0.6772745818033457,-1.020785727044333,0.21585974689422965,-1.4601991540020958
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.24976490502162874,1.4324205569103656,0.7945239226451283,0.8911825411480236,0.9074778200253484,-0.8109579516607699
BIOCARTA_AMI_PATHWAY,0.27545880168309594,1.428473824144215,0.6772745818033457,-1.0210689953066794,0.2678679486317488,-1.4849575436836322
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,0.2776035787449308,1.4280227754164774,0.6555393444217489,1.1122770675137568,0.8383080210300468,0.9183072473085676
PID_IL27_PATHWAY,0.23353755389153616,1.4267301474337468,0.35378455179540175,1.3436964046031108,0.8350421811704202,0.9430433032933971
KEGG_BASAL_CELL_CARCINOMA,0.22826105639491912,1.4250096124898477,0.4218742909008396,-1.2627166363719133,0.12219921785139176,-1.6582309245435611
BIOCARTA_NO2IL12_PATHWAY,0.2659734710823114,1.4226542314021715,0.674375,1.0543527609500092,0.8700209643605871,-0.8719418955614279
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,0.293388235515319,1.4221397039039159,0.6376254910519424,-1.0773407267168775,0.1919825841454496,-1.5738084727510309
REACTOME_SIGNALING_BY_GPCR,0.028931201254847282,1.419430482478098,0.5848109593692632,1.0693118120371983,0.9606881768221823,0.8292265373192249
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.24949006977992486,1.4183474913782321,0.5254566367609845,-1.1574492109263934,0.11690140845070424,-1.61889368670249
PID_NFKAPPAB_CANONICAL_PATHWAY,0.2534888653234359,1.4158634878871632,0.7550223981092148,0.9539792317274196,0.9943474225934362,-0.5391975996838481
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.11516181622671615,1.4121225938610313,0.7181737289435733,0.9925354078450772,0.9885133718381275,0.6677838204267664
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.2577639751552795,1.4081138297931182,0.6294071907283296,1.1300903022470978,0.9333913626381323,0.7758061105856316
REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.2577639751552795,1.4049396384503319,0.565031763963673,1.1808603705151786,0.8966305927959942,0.8312992185797039
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.16858853648731567,1.4022702735673152,0.9058067906912035,0.8249132758811846,0.9943474225934362,0.6291122795294769
PID_IL6_7_PATHWAY,0.19018911159152443,1.4012027485509306,0.14721206074714555,1.5344021576490439,0.41496199162792197,1.279542080625406
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.23960982210820106,1.397172566003984,0.7187214805696458,-0.9741293550546446,0.48713138018954155,-1.2142462549039565
PID_VEGF_VEGFR_PATHWAY,0.2831294030404153,1.3894978405570615,0.9265200446951735,-0.6670661796101269,0.7871932341614438,-0.9814640381240082
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,0.3004660844382099,1.3857694043151447,0.4097324741261472,1.3042881479410167,0.791588492808005,0.9910151879249937
BIOCARTA_IL12_PATHWAY,0.28809866696207675,1.3841187223854226,0.5851883439943142,1.1304962737510895,0.7282894777841713,1.045687791456053
PID_ERBB_NETWORK_PATHWAY,0.3325477927682243,1.3811365830384486,0.8598071837423619,0.8132540750124501,0.897599885548949,-0.812402935459324
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,0.3396419437340154,1.376915608764443,0.7678320419341214,0.9330928202519643,0.9496004073409933,-0.6865551030346516
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.2125589896632555,1.375459748771742,0.2918015330397965,1.3222702420936707,0.6062789243277048,1.135014452828907
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.24976490502162874,1.3709747176094857,0.9104096325276453,-0.7902531380344581,0.5403254972875225,-1.1599597753812458
REACTOME_ACTIVATED_TLR4_SIGNALLING,0.18510553564317006,1.3698969659229108,0.26016194820068717,1.3109759348516452,0.5035289452815226,1.175790030033425
BIOCARTA_CARDIACEGF_PATHWAY,0.2963677102023692,1.3665555334612287,0.0611117928580194,1.7159466042152633,0.25412526679914627,1.4663806327896498
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,0.3078020253886749,1.3609195052634069,0.6859656528404168,-1.0237449545590087,0.22368552644738157,-1.5647159477182906
BIOCARTA_KERATINOCYTE_PATHWAY,0.22802197802197804,1.3586617231823268,0.8236381721373822,0.8949441229132041,0.5852600176283138,-1.0920796631302152
NABA_SECRETED_FACTORS,0.09057118499573744,1.3570304757714924,0.4812213409554257,1.150125822343487,0.8647119504646982,0.9409140471001033
REACTOME_IL_RECEPTOR_SHC_SIGNALING,0.27692458662479763,1.3563230150974606,0.42828347980327336,1.2744587295267789,0.9333913626381323,-0.7829923087203869
BIOCARTA_CDMAC_PATHWAY,0.32577764694338146,1.3483060423749813,0.12484555466022024,1.635045470346434,0.20992499563928135,1.4833185421498354
REACTOME_COMMON_PATHWAY,0.34596639733230733,1.3435229705667482,0.8023496624630245,0.8857050201686301,0.8184163308045965,-0.9426510559208666
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,0.23171143086461396,1.339300247848252,0.15079770623970928,-1.4860561049917178,0.07718835974735537,-1.681961977954378
PID_IL2_PI3K_PATHWAY,0.2940469412285696,1.3381398725618627,0.5308494938958113,1.1664913375375212,0.7468126639419264,1.004294927595184
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.0895361380798274,1.3376877609301596,0.03314531023810712,1.5881891237519887,0.09873134050948176,1.3467874313807466
REACTOME_BETA_DEFENSINS,0.35239312039312043,1.3344347727315766,0.20301736081252808,1.5009615423060116,0.6098566308243728,1.189692224238857
REACTOME_SIGNALING_BY_NOTCH4,0.331568960351543,1.3343088397749006,0.9004152894313078,-0.7536999099374087,0.643374359556085,-1.1083521847038975
KEGG_ACUTE_MYELOID_LEUKEMIA,0.2599799125002128,1.3328609642777596,0.3896861839423991,1.2828280939496381,0.9333913626381323,0.7867152983227911
REACTOME_XENOBIOTICS,0.35772333047522936,1.328371300109752,0.9058067906912035,-0.7033571440152617,0.7416490226763632,-1.055850512547806
REACTOME_SIGNALING_BY_NOTCH2,0.32577764694338146,1.3283620812905328,0.6681040678453356,-1.0507302231814257,0.442527586568031,-1.2949801479055782
BIOCARTA_RNA_PATHWAY,0.3365876902176668,1.3256525775458505,0.47215840717645774,1.2527023283861176,0.9282753173374425,0.7848886034472189
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.37073281146845233,1.318322041389102,0.4292178409825469,1.2817085524808554,0.6646646646646646,1.091009459598499
BIOCARTA_DC_PATHWAY,0.32717418083271743,1.3181566511239609,0.07403484320557492,1.7732443279857493,0.2933172001190785,1.4086223726502038
REACTOME_ZINC_TRANSPORTERS,0.3365876902176668,1.3180697059283515,0.6460237556426209,1.1224435163097066,0.8920224472879369,0.8548982699757904
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.27534057785420707,1.3164446473414986,0.04398079152177513,1.7094865019996077,0.17420168019299978,1.472033477007977
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.21240353472749807,1.3162604010771821,0.03314531023810712,1.6681725254900137,0.031206918160170447,1.5938660660607489
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.36167082115042004,1.3153856340856975,0.8825093035619351,0.8077876993177813,0.9634086211496915,-0.7060276109141627
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,0.3790753955941669,1.3148318526936769,0.5336692157744789,1.2335609684233133,0.9481586248164064,0.6852817836562833
BIOCARTA_MAPK_PATHWAY,0.2365324508181651,1.314347056936377,0.8072266779231744,0.9157858425243341,0.9825987733561546,0.7042701519870408
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.2831294030404153,1.3135447842787065,0.5846994535519126,-1.110006578823916,0.35954769867813346,-1.3144937575181792
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,0.3557142857142857,1.311508367762345,0.6584810575950979,1.084058659414508,0.8671988795518207,0.8957990020681844
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,0.1926605504587156,1.3098767606877542,0.9058067906912035,0.8305795409465393,0.9957420357420358,-0.746601089727603
REACTOME_SIGNALING_BY_ROBO_RECEPTOR,0.32707692830329693,1.3058845754161903,0.6681040678453356,-1.0440617423261171,0.4127428127428127,-1.30622554707599
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.3650438697503028,1.303861089173023,0.6962765979757646,1.033734962427949,0.7655233774859334,-0.9902542818426913
REACTOME_IL_7_SIGNALING,0.3790753955941669,1.3034242249754853,0.5189677382003445,1.220607753045957,0.9025770114219187,0.8338467529024792
PID_IL2_STAT5_PATHWAY,0.32790946832730683,1.3032200864377557,0.48144228884969625,1.215736609783619,0.8042452830188679,0.9556180569095336
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.3574111562269626,1.301971195717922,0.9058067906912035,-0.7857727000859462,0.5803739786297927,-1.1532364823697479
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.2724102564102564,1.3016910897264022,0.4434966018279821,1.2062562080168402,0.697699642970127,1.0609472698841007
PID_HIV_NEF_PATHWAY,0.32174439733494853,1.301275601849376,0.7181737289435733,0.9883287575523861,0.7480543367884582,-1.0028997422295145
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.3784497240220782,1.2999885150313928,0.7187214805696458,0.9665394829612942,0.9943474225934362,-0.5321800272625749
BIOCARTA_AGR_PATHWAY,0.32707692830329693,1.2993960977906491,0.14588330068291255,1.6154290838002667,0.40395271214587547,1.2942209999635772
ST_GRANULE_CELL_SURVIVAL_PATHWAY,0.33556247836621667,1.2959329687700247,0.17283138802126144,1.5747993229383248,0.31840691916021485,1.389172343162075
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.2158539634908727,1.2925695513848567,0.8822584033100321,0.8511169765297972,1,0.5980531668815983
BIOCARTA_TID_PATHWAY,0.35903906068954866,1.2862146696358547,0.674375,1.0549495726412175,0.952503001754872,0.7073579616699702
BIOCARTA_TCAPOPTOSIS_PATHWAY,0.3960326050939937,1.2839010355233382,0.674375,-1.032580906654135,0.420879155706272,-1.3209149966969216
KEGG_ASTHMA,0.3648591650124022,1.2820907455401025,0.03316352012785936,2.028073493120531,0.02786257539994755,1.746175960192909
BIOCARTA_SARS_PATHWAY,0.39895659310061843,1.2819744287632011,0.48144228884969625,1.2686522350766205,0.5375430074883626,1.227130569885414
REACTOME_TRYPTOPHAN_CATABOLISM,0.41184188554116274,1.281611306171866,0.43935913163079443,1.2925198711287074,0.9023881778598759,0.8102192021648722
REACTOME_SIGNALING_BY_NOTCH,0.2577639751552795,1.2800717377860242,0.5336692157744789,-1.1091259374492488,0.2187125535962745,-1.3430909273839238
BIOCARTA_MONOCYTE_PATHWAY,0.39626114466494106,1.2792108989751958,0.4148491938517248,1.3039588888939206,0.7066705713448997,1.0593637580878799
PID_IL4_2PATHWAY,0.29571092191726955,1.279082306451311,0.21336406295879756,1.4369476417726135,0.6180430917180756,1.1116902793477814
BIOCARTA_INTRINSIC_PATHWAY,0.386164677073768,1.278798405548996,0.8926395623523561,-0.7462679280204223,0.4636474424426073,-1.2864089685637032
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.31991720125982565,1.278362620924986,0.579953184501974,1.1191457317094555,0.9634086211496915,0.6961019143110165
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.28755413293165133,1.2745600805174233,0.7608794137241839,-0.9459920252109879,0.7651973494670125,-0.9909740681359201
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.38705634613563,1.2720803355116317,0.6681040678453356,-1.0360454043448852,0.28767271658233917,-1.4528372277254915
BIOCARTA_HIVNEF_PATHWAY,0.29629173719033697,1.2716832755179925,0.4009719486420037,1.2597533423649139,0.8287988891099227,0.9583569434374813
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.29965927296522776,1.27020929736302,0.14730023514796575,1.4740536797397543,0.3536378407654811,1.287908165483154
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.31347863718624597,1.264044902668158,0.7774246940706876,0.9343166155623288,0.7480543367884582,-1.004982286737703
PID_CD8_TCR_DOWNSTREAM_PATHWAY,0.3325477927682243,1.2565698241517032,0.6379765546408261,-1.044215814253638,0.442527586568031,-1.2439537585295544
PID_TCR_JNK_PATHWAY,0.40688541028354963,1.2532745374202305,0.8202953249936772,0.863798440440544,0.9812191352207185,0.5700103862190053
BIOCARTA_MYOSIN_PATHWAY,0.38979145570084683,1.253025876712078,0.5543013011043701,-1.145912821079562,0.12724640149902053,-1.5824176585024659
KEGG_GRAFT_VERSUS_HOST_DISEASE,0.3813590535942816,1.2482515768007638,0.2327519434628975,1.4529376986246987,0.7336135462951843,1.027062743900753
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,0.32790946832730683,1.2464913000017022,0.4434966018279821,1.2103988587787367,0.5643253011509266,1.1480954042762217
REACTOME_SIGNALING_BY_RHO_GTPASES,0.267169129914228,1.2453931948931556,0.8190369442429837,0.9029139338558251,0.7887675812703213,-1.002948207713434
PID_EPO_PATHWAY,0.3862734531915936,1.2453196507305018,0.169171974522293,1.5702431365546443,0.27894670980889896,1.3954004265090332
