pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdgestr
HALLMARK_NOTCH_SIGNALING,0.16666666666666666,0.28735632183908044,-0.3844044621075147,-1.2314699738729051,71,28,"NOTCH3, LFNG, PSENEN, NOTCH2, FZD5, RBX1, ST3GAL6"
HALLMARK_ADIPOGENESIS,0.8956521739130435,0.9139307897071873,0.19415604077267812,0.8069717688926445,617,172,"LIFR, SLC27A1, ADCY6, CD36, ELOVL6, ITIH5, CHCHD10, PTGER3, DDT, COL15A1, ABCA1, RREB1, ALDH2, LIPE, SCARB1, MGLL, PFKFB3, ABCB8, BCL6, STOM, SLC25A1, ACADL, VEGFB"
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.047619047619047616,0.11904761904761904,0.32039747267172924,1.3203504370351447,32,156,"MYC, IL6ST, LAD1, ELOVL5, SH3BP5, IGFBP4, OLFM1, AFF1, TTC39A, ABCA3, IGF1R, CBFA2T3, CCND1, WFS1, CD44, PDZK1, SLC16A1, FAM102A, BCL2, SLC39A6, SCARB1, TGIF2, ALDH3B1, LRIG1, ADCY1, RRP12, MAST4, MYOF, ABLIM1, ELF1, KDM4B, FOS, SLC26A2, FDFT1, MYBBP1A, HR, REEP1, ITPK1, AKAP1, PAPSS2, AQP3, SLC1A4, SLC19A2, SLC2A1, IL17RB, TBC1D30, MED24, RASGRP1"
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005780346820809248,0.02064409578860446,0.3587837839433591,1.4735065875149416,3,151,"ST14, LSR, CDH1, IL6ST, ELOVL5, IGFBP4, CKB, OLFM1, AFF1, ABCA3, CDC6, SERPINA3, CCND1, WFS1, STIL, KIF20A, PTGER3, ISG20, CD44, PDZK1, SLC16A1, FAM102A, BCL2, CDC20, TOP2A, SCARB1, ALDH3B1, DLG5, IMPA2, TSPAN13, GINS2, CD9, ASS1, MYOF, FGFR3, FOS, SLC26A2, HMGCS2, FDFT1, PLK4, ZFP36, HR, MAPK13"
HALLMARK_ANDROGEN_RESPONSE,0.09722222222222222,0.1800411522633745,0.3364845912719899,1.2610104148815546,62,82,"INPP4B, TNFAIP8, LIFR, NDRG1, ELOVL5, TSC22D1, CCND1, ACTN1, TPD52, XRCC5, PMEPA1, CENPN, SPCS3, SCD, RRP12, SLC26A2, MAF, HMGCR, FADS1, HOMER2, GPD1L, IDI1, ELK4"
HALLMARK_MYOGENESIS,0.627906976744186,0.7152194211017742,0.22748871996674191,0.9252494803903795,431,142,"COX6A2, VIPR1, MEF2C, CD36, CKB, PICK1, TNNI2, CHRNB1, PPFIA4, MRAS, COL15A1, SYNGR2, PC, ATP2A1, PGAM2, SCD, RYR1, GSN, ENO3, PSEN2, CRYAB, GAA, ABLIM1, NQO1, APOD, REEP1, RB1, PRNP, CNN3, CKM, KCNH2, TNNT1, FDPS, KCNH1, SH3BGR, CACNA1H, MYO1C, MYH9"
HALLMARK_PROTEIN_SECRETION,0.04335260115606936,0.11408579251597202,-0.34556033010273923,-1.4219268696868281,14,88,"VAMP4, MON2, RAB5A, RAB14, ARFGAP3, CLTC, VAMP3, GOLGA4, ARFGEF1, GALC, RAB2A, CTSC, GNAS, AP1G1, RAB22A, VPS45, CLN5, DST, TMX1, USO1, TMED2, SCAMP3, TMED10, GOSR2, YKT6, M6PR"
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0015527950310559005,0.008333333333333333,0.5567794068665121,2.0940151099311097,0,85,"LY6E, USP18, CNP, CXCL10, SELL, RTP4, UBA7, IL4R, IFI30, PROCR, ISG20, NCOA7, MOV10, PSME1, IFITM1, LPAR6, EPSTI1, RSAD2, PSMB9, BST2, SAMD9L, DDX60, LAP3, CD74, EIF2AK2, PARP12, MVB12A, TRAFD1, ADAR, PARP9, IRF1, CMPK2, PNPT1, TRIM5, DHX58, ELF1, TAP1, HERC6, HELZ2, ISG15"
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001440922190201729,0.008333333333333333,0.45357762401961205,1.8946572688687726,0,178,"SOCS3, LY6E, SOCS1, USP18, ST8SIA4, CXCL10, CIITA, NFKBIA, CASP3, IRF8, GPR18, HIF1A, CSF2RB, CD69, RTP4, OAS3, RAPGEF6, IL4R, IFI30, P2RY14, XCL1, ISG20, PML, IFNAR2, IRF5, PSME1, IL2RB, EPSTI1, HLA-DMA, RSAD2, PSMB9, BST2, GBP6, SAMD9L, DDX60, ST3GAL5, LAP3, CD74, MTHFD2, EIF2AK2, PARP12, CXCL9, CD38, HLA-DRB1, IL15RA, LYSMD2, TRAFD1, ADAR, IRF1, RBCK1, CMPK2, PNPT1, STAT1, DHX58, NAMPT, TNFSF10, TAP1, OAS2, HERC6, HELZ2, TAPBP, ISG15, CD40"
HALLMARK_APICAL_JUNCTION,0.5086705202312138,0.6080707573244887,0.23638539219682914,0.9730719789362395,351,155,"PECAM1, TRAF1, CDH1, MAPK11, ATP1A3, FSCN1, ITGA2, PIK3CB, EGFR, ACTN1, CD209, SYK, ACTG1, ADAM23, VWF, PARD6G, CRB3, MPZL2, ACTG2, NF1, ITGA3, LIMA1, CTNNA1, MMP9, ARHGEF6, CD276, SLC30A3, PTK2, MAPK13"
HALLMARK_APICAL_SURFACE,0.2109090909090909,0.3515151515151515,0.38639355225699556,1.1980361800816184,115,30,"CD160, BRCA1, MAL, PLAUR, IL2RB, MDGA1, LYN"
HALLMARK_HEDGEHOG_SIGNALING,0.41418764302059496,0.5597130311089121,-0.32018244698614007,-1.0325688733347325,180,29,"TLE1, PTCH1, THY1, NRP1, L1CAM, VLDLR, DPYSL2"
HALLMARK_COMPLEMENT,0.066006600660066,0.14349261013057826,-0.2667887960134878,-1.2220998864468484,19,161,"GZMA, MSRB1, PLEK, S100A13, PIK3CA, IRF2, GPD2, DUSP5, GNB2, LGALS3, GNAI2, CTSD, GRB2, CASP7, PPP2CB, GZMK, LCK, FYN, CALM1, RCE1, DGKH, CTSC, PRDM4, IRF7, CR1, SRC, JAK2, PDP1, ITGAM, ATOX1, CP, PCLO, C1QC, STX4, CASP1"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.9850523168908819,0.9850523168908819,0.17332013182691405,0.6732109832553842,658,102,"PDIA5, SDAD1, WFS1, NPM1, SPCS3, DCP2, PSAT1, MTHFD2, DKC1, ATF3, HSPA9, TTC37, TUBB2A, WIPI1, FUS, HYOU1, ZBTB17, NOLC1, SLC1A4, ASNS, EIF4A1"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08806818181818182,0.16936188811188813,-0.3119068437625218,-1.2989660133612035,30,90,"CAB39, RIPK1, FASLG, GRB2, MKNK2, RIT1, CLTC, PRKAG1, LCK, SFN, AKT1, PRKAR2A, GSK3B, CXCR4, PIKFYVE, PPP1CA"
HALLMARK_MTORC1_SIGNALING,0.08238636363636363,0.16936188811188813,0.2964659960728482,1.2457732383774889,57,184,"PDK1, EGLN3, ELOVL5, TFRC, BCAT1, CCNF, LDLR, DHFR, PHGDH, ELOVL6, FADS2, PLK1, IFI30, UNG, AURKA, PPA1, TPI1, RRM2, BUB1, GPI, PSAT1, SCD, MTHFD2, GOT1, MCM2, GAPDH, HSPA9, SHMT2, PSMG1, CD9, TUBA4A, LDHA, CDC25A, NAMPT, HMGCR, CORO1A, TOMM40, FADS1, GBE1, TRIB3, GLRX, TMEM97, SERPINH1, NUFIP1, IDI1"
HALLMARK_E2F_TARGETS,0.0014265335235378032,0.008333333333333333,0.5543855682567252,2.325907998092845,0,183,"MYC, DCK, ESPL1, TFRC, SHMT1, AURKB, HMMR, CENPM, E2F8, BRCA1, SMC4, PLK1, CDCA3, MCM5, TK1, UNG, KIF18B, NBN, TP53, AURKA, CTPS1, RRM2, SPC24, TCF19, BIRC5, KIF4A, KIF2C, TRIP13, RFC1, DEPDC1, DUT, MCM3, CDC20, HMGB2, RAD51AP1, SPAG5, LIG1, PRKDC, TOP2A, MXD3, CDCA8, CKS2, HUS1, HELLS, BUB1B, CENPE, DLGAP5, KIF22, MRE11, MTHFD2, LMNB1, TACC3, MELK, CDC25B, GINS1, MCM2, NCAPD2, CCNB2, CDKN3, MMS22L, NASP, POLD1, CHEK1, POLE, MCM7, SUV39H1, CDC25A, RAN, CCNE1, RAD50, NUDT21, TUBB, DSCC1, KPNA2, PLK4, IPO7, SPC25"
HALLMARK_MYC_TARGETS_V1,0.0014245014245014246,0.008333333333333333,0.4198761552705543,1.7587632413572567,0,179,"MYC, TFDP1, CCNA2, GNL3, MCM5, EEF1B2, RPS6, CTPS1, CDC45, NPM1, APEX1, GOT2, RPS2, RRM1, DUT, CDC20, TUFM, RPL18, RPLP0, SRPK1, NCBP1, HSP90AB1, TYMS, SRM, LSM2, RPL22, MCM2, EIF3D, MCM7, PRPS2, HNRNPA2B1, LDHA, G3BP1, RAN, C1QBP, SF3B3, KPNA2, SNRPD1, RPS5, HNRNPA3, SRSF3, FBL, NAP1L1, ABCE1, IMPDH2, CCT5, CCT3, NOP16, PCBP1, RFC4, CSTF2, SNRPG, PHB2, NOLC1, PSMD3, HDDC2, EIF4A1, POLD2, CYC1, SF3A1, DDX21, RPL34, PRPF31, MAD2L1, EIF1AX, CAD, MCM4, PWP1, RUVBL2, PSMA4, PPIA"
HALLMARK_MYC_TARGETS_V2,0.0016666666666666668,0.008333333333333333,0.5744004452557361,2.0130750173525294,0,55,"MYC, PPAN, PLK1, GNL3, MCM5, UNG, PPRC1, NPM1, NOP2, SRM, IPO4, PRMT3, RRP12, MRTO4, RCL1, PLK4, MYBBP1A, NOC4L, SUPV3L1, TCOF1, NOP16, TMEM97, GRWD1, UTP20, DUSP2, SLC29A2, NOLC1, TBRG4, PUS1, MCM4, HK2, SLC19A1, HSPD1, MAP3K6, EXOSC5, LAS1L, TFB2M, NIP7, CDK4"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.6772151898734177,0.7361034672537148,-0.20514000386114137,-0.9096406793645724,213,130,"LGALS1, MEST, EMP3, LAMC1, FLNA, SLC6A8, THY1, PLOD1, WIPF1, FSTL3, NOTCH2, RHOB, EFEMP2, COL1A2, PCOLCE2, APLP1, VCAM1, DST, RGS4"
HALLMARK_INFLAMMATORY_RESPONSE,0.0014326647564469914,0.008333333333333333,0.5183017835460673,2.153761438407766,0,165,"GPR183, MYC, LY6E, CCR7, CD55, LTA, IL7R, CXCL10, SELL, TLR3, PTGER2, TLR1, NFKBIA, SLC11A2, IFNAR1, HIF1A, RGS1, IL12B, CD69, LDLR, RTP4, CCL22, IL4R, PLAUR, PTAFR, RNF144B, ACVR2A, MXD1, LIF, CYBB, ABCA1, IFITM1, IL2RB, RGS16, HRH1, BST2, SEMA4D, IL18R1, IRAK2, P2RX7, IFNGR2, EBI3, TLR2, IL10, EIF2AK2, TNFRSF9, CXCL9, SLC7A1, IL15RA, PTGER4, ITGB3, ACVR1B, AHR, IRF1, PTGIR"
HALLMARK_XENOBIOTIC_METABOLISM,0.16189111747851004,0.28735632183908044,0.28355415751903273,1.1715864229880137,112,158,"SPINT2, UPB1, HGFAC, ELOVL5, IRF8, ENTPD5, CYP2S1, IGFBP4, CD36, BCAT1, DDC, MCCC2, GSTT2, KYNU, DDT, LPIN2, CYP27A1, ETS2, MTHFD1, BPHL, ALDH2, PC, SMOX, PGD, CYB5A"
HALLMARK_FATTY_ACID_METABOLISM,0.37142857142857144,0.5243355747678514,-0.23082616937052752,-1.0289433621322799,116,134,"LGALS1, S100A10, GPD2, UGDH, GABARAPL1, ALDH3A2, ACADS, ECHS1, IDH1, CPOX, UBE2L6, AUH, FMO1, ACOX1, ACADM, GRHPR, HSD17B4, HSD17B10, NCAPH2, SUCLA2, VNN1, ACSL4, RDH11, SERINC1, GLUL, NSDHL, MLYCD, CD1D, BLVRA, ACAT2, TDO2, HPGD, PDHB, HMGCL"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.46075085324232085,0.5907062221055396,-0.21135561525786073,-0.9864535620838909,134,187,"ATP5PD, CASP7, ECHS1, COX17, IDH1, NQO2, ATP6V1E1, ATP6V0E1, ATP6V0B, ATP6V1F, OAT, PDP1, BAX, ETFB, NDUFA2, CYB5R3, ACADM, PDK4, NDUFB3, NDUFS4, TIMM17A, HSD17B10, NDUFA3, MGST3, SUCLA2, BCKDHA, NDUFB4, MPC1, NDUFA1, NDUFA8, NDUFB7, SLC25A20, RHOT1, ATP6V1C1, ATP6AP1, ATP6V1G1, SURF1, NDUFB8, PDHX, NDUFA7, PDHB, TIMM13, ACADSB, NDUFS7, ACAA2, NDUFV1, NDUFS6, OGDH, UQCRC1, NDUFA6, NDUFS2, ATP5MG, UQCRQ, COX8A, COX6A1, SDHB, NDUFB5, NDUFB6, VDAC2, UQCR11, POLR2F, MRPL34, COX6B1, TOMM22, GRPEL1, ETFDH"
HALLMARK_GLYCOLYSIS,0.012987012987012988,0.040584415584415584,0.3406662012184328,1.415894270121114,8,168,"EGLN3, HMMR, MIF, SLC25A13, PGAM1, EGFR, KIF20A, PPFIA4, ISG20, AURKA, CENPA, TPI1, CD44, GOT2, DEPDC1, GLCE, GYS1, PC, B3GNT3, PGAM2, QSOX1, IDUA, SDC1, CYB5A, IRS2, GALK1, HDLBP, GOT1, CAPN5, NASP, BIK, B4GALT4, XYLT2, LHPP, RBCK1, LDHA, GPC1, IL13RA1, FUT8, ZNF292, PHKA2, GLRX, GMPPB, EXT1, ANKZF1, PDK3, TGFBI, PYGB, PGM2, GALE, B3GALT6, SDC2, RRAGD"
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.6436974789915967,0.7152194211017742,0.2589231816465748,0.8850597821226751,382,45,"IPCEF1, MSRA, FES, PDLIM1, MPO, PRDX6, ABCC1, NQO1, GLRX, PRNP"
HALLMARK_P53_PATHWAY,0.06369426751592357,0.14349261013057826,-0.2630046682934217,-1.2256826577113222,19,176,"S100A10, TNFSF9, DCXR, TAX1BP3, CDKN2B, ANKRA2, ALOX15B, CTSD, RNF19B, PTPRE, IER5, MKNK2, CCND3, RAB40C, RAP2B, FBXW7, TOB1, RXRA, SFN, BAK1, CGRRF1, HEXIM1, TSPYL2, PRKAB1, MAPKAPK3, PPP1R15A, UPP1, PITPNC1, VAMP8, SERTAD3, TPRKB, BTG2, CCNK, DDIT4, HSPA4L, BAX, BLCAP, RAD9A, ABCC5, KLK8, SLC3A2, MXD4, IP6K2, EI24, CASP1, PMM1, RCHY1, HMOX1, NOL8, WRAP73, F2R, RHBDF2, DEF6"
HALLMARK_UV_RESPONSE_UP,0.36681222707423583,0.5243355747678514,0.257758379870497,1.0414475002367667,251,134,"IL6ST, EPCAM, CNP, FURIN, NFKBIA, CASP3, TFRC, OLFM1, RRAD, PPT1, KLHDC3, BCL2L11, NUP58, TYRO3, ATF3, HTR7, SIGMAR1, TUBA4A, IRF1, CCNE1, FOS, LYN, TAP1, GRINA, EPHX1, KCNH2, RFC4, PPAT, AQP3, MAOA, NTRK3, ASNS, RASGRP1"
HALLMARK_UV_RESPONSE_DN,0.08571428571428572,0.16936188811188813,-0.2866323993734599,-1.2576059308549439,26,122,"BHLHE40, FHL2, ANXA4, LAMC1, MT1E, ATP2B1, MTA1, SMAD7, PRKAR2B, GRK5, NRP1, ZMIZ1, YTHDC1, RXRA, PRKCE, FYN, MAPK14, ATP2C1, ANXA2, NOTCH2, WDR37, PPARG, CDK13, COL1A2, DLC1, CITED2, NIPBL, ATRN, BMPR1A, MAGI2, AKT3"
HALLMARK_ANGIOGENESIS,0.49406175771971494,0.6080707573244887,-0.3156648332185528,-0.9857106955561706,207,26,"KCNJ8, NRP1"
HALLMARK_HEME_METABOLISM,0.006430868167202572,0.021436227224008574,-0.31087947396978105,-1.4473254107021531,1,175,"KLF3, MXI1, ARHGEF12, ARL2BP, TSPAN5, SLC6A8, MOSPD1, YPEL5, CCND3, PICALM, ATG4A, BNIP3L, FECH, DCAF10, CPOX, FOXJ2, KDM7A, ENDOD1, MFHAS1, GCLC, ACP5, CIR1, GYPC, E2F2, EPOR, SEC14L1, SDCBP, TCEA1, BTG2, SLC30A1, MARK3, CTNS, BPGM, HTATIP2, AGPAT4, VEZF1, MGST3, HDGF, CAST, FBXO34, RNF19A, SNCA, MKRN1, UBAC1, NR3C1, SYNJ1, BLVRA, BSG, CA1, HAGH, NUDT4, RHD, RHCE"
HALLMARK_COAGULATION,0.0502283105022831,0.11959121548162643,0.3520855388797498,1.336537265807001,32,93,"PECAM1, DUSP6, FURIN, SH2B2, MST1, ITGA2, CTSH, DPP4, MSRB2, VWF, GNG12, CPQ, GSN, CAPN5, CD9, LEFTY2, ITGB3, USP11, MAFF, PDGFB, MMP15, MMP9, HMGCS2, F12, OLR1, MMP11, THBD, C8A, PREP, P2RY1, CTSO, SERPINC1, PLAT"
HALLMARK_IL2_STAT5_SIGNALING,0.001430615164520744,0.008333333333333333,0.43399760048769487,1.8186155795235546,0,181,"MYC, SOCS1, TRAF1, TNFRSF4, CAPN3, LTB, ITGAE, CTLA4, CXCL10, FURIN, SELL, ICOS, PTGER2, NDRG1, RABGAP1L, CASP3, IRF8, BATF3, IL4R, CDC6, IGF1R, RHOH, ITIH5, LCLAT1, TNFRSF18, SNX9, IRF6, MXD1, CD44, IL1R2, LIF, TTC39B, NOP2, TNFSF11, BCL2, SYNGR2, IL2RB, CTSZ, TWSG1, RGS16, CD83, CCR4, HUWE1, IL18R1, ENPP1, IL10, LRIG1, TNFRSF9, ENO3, HIPK2, WLS, AHR, MAFF, CCNE1, MYO1E, TNFSF10, ITGA6, TNFRSF1B, SLC39A8, IL2RA, TLR7, EOMES, SWAP70, CSF2, SPRED2, PRNP, GALM, NCS1, RRAGD, CD79B, SELP, PHTF2"
HALLMARK_BILE_ACID_METABOLISM,0.27382753403933435,0.4278555219364599,0.29421419090922535,1.1138710388113904,180,89,"ABCA3, FADS2, SLC22A18, CYP27A1, NR3C2, ABCA1, GSTK1, HSD3B7, LIPE, OPTN, PECR, CYP8B1, ABCA6, ABCA5, ABCD3, TFCP2L1, HSD17B11, BCAR3, FADS1, ISOC1, IDI1"
HALLMARK_PEROXISOME,0.7528735632183908,0.7842432950191571,-0.21036476997242187,-0.8643137747104277,261,87,"TSPO, CTBP1, IDH1, ITGB1BP1, PEX6, SCP2, SLC25A19, ACOX1, SLC23A2, ABCC5, HSD17B4, PEX13, ACSL4, RDH11, MLYCD, HRAS, DLG4, VPS4B, NUDT19, PEX11B, HMGCL, ERCC3, PRDX5"
HALLMARK_ALLOGRAFT_REJECTION,0.0014367816091954023,0.008333333333333333,0.4467916545241837,1.863561488400285,0,174,"CXCR3, SOCS1, CD7, HLA-DOA, IL2, LTB, CRTAM, ST8SIA4, TLR3, HLA-DOB, TLR1, CD28, CD4, IRF8, HIF1A, BCAT1, IL12B, SPI1, BRCA1, CCL22, IL4R, EGFR, ACVR2A, NPM1, IFNAR2, RPS9, IKBKB, IL27RA, TPD52, LIF, RPS19, IL2RB, FGR, HLA-DMA, GCNT1, TNF, SIT1, IL12RB1, LY86, TAP2, SOCS5, CD74, HLA-DMB, RPL39, IFNGR2, TLR2, IL10, CXCL9, LY75, EIF3D, ELANE, CD3D, TRAT1, STAT1, IL16, TLR6, LYN, MMP9, TAP1, HDAC9, CTSS, RPS3A, IL2RA, TAPBP, MRPL3, ABCE1, CD40"
HALLMARK_SPERMATOGENESIS,0.24847560975609756,0.40076711250983477,0.2989478642894752,1.1294914769447546,162,88,"TNP2, PCSK4, GRM8, PGS1, NEK2, AURKA, STRBP, BUB1, TTK, KIF2C, NCAPH, DBF4, NEFH, CLPB, CCNB2, CDKN3, PSMG1, DMC1, ART3, CAMK4"
HALLMARK_KRAS_SIGNALING_UP,0.004347826086956522,0.016722408026755852,0.37723958380043165,1.5521870279498677,2,154,"PECAM1, TRIB2, TRAF1, VWA5A, ST6GAL1, PDCD1LG2, DUSP6, IL7R, CXCL10, F2RL1, RABGAP1L, IRF8, ADAM8, TRIB1, SERPINA3, CBL, PLAUR, GPNMB, LAT2, CSF2RA, ITGA2, DNMBP, IL1RL2, LIF, F13A1, SATB1, RGS16, BIRC3, TSPAN13, BTBD3, KCNN4, ENG, MPZL2, WDR33, APOD, MMP9, TFPI, MMD, TNFRSF1B, HDAC9, CTSS, TMEM176A, TOR1AIP2"
HALLMARK_KRAS_SIGNALING_DN,0.041237113402061855,0.11408579251597202,0.3481713766943261,1.3721795918556081,27,109,"SIDT1, GPRC5C, PDCD1, IL12B, SYNPO, CDKAL1, RSAD2, IDUA, THRB, PRODH, RYR1, SLC29A3, SPTBN2, GTF3C5, CCR8, CAMK1D, FGGY, FGFR3, RGS11, TG, TFCP2L1, SLC30A3, CD207, DLK2, CKM, MTHFR, MX1, SPHK2, ENTPD7, ARPP21"
HALLMARK_PANCREAS_BETA_CELLS,0.45248868778280543,0.5907062221055396,-0.345778066502022,-1.013538782214078,199,19,"SRP9, AKT3, SRP14, MAFB, SEC11A, PAX6"
