pathway,effector_vs_all_padj,effector_vs_all_NES,intermediate_vs_all_padj,intermediate_vs_all_NES,memory_vs_all_padj,memory_vs_all_NES
GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_DN,0.018098606199292697,2.40655433117256,0.9809240071245238,-0.7549701497819047,0.024804496578690126,-2.5322186799332314
GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_DN,0.018098606199292697,2.3959275319275504,0.03238930993218987,-2.5701798284416006,0.03593625298177961,-1.5301977278600734
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN,0.018098606199292697,2.2884384529643724,0.07077794726519938,-1.3187259936198894,0.024804496578690126,-2.4786314069284145
GSE3720_LPS_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_UP,0.018098606199292697,2.2778757332093855,0.16385053235168004,-1.2433887663516818,0.024804496578690126,-2.58741528519875
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP,0.018098606199292697,2.2494378651216214,0.04732302432201414,1.4246537007354738,0.024804496578690126,-2.925920881199548
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_UP,0.018098606199292697,2.231328849433538,0.03238930993218987,-2.058052929243136,0.024804496578690126,-1.8694270618255358
GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_UP,0.018098606199292697,2.2246359646050005,0.03238930993218987,-2.004476207618696,0.024804496578690126,-1.9085643263054932
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP,0.018098606199292697,2.2116202597195636,0.03238930993218987,-2.143576646758714,0.024804496578690126,-1.7276374949912927
GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP,0.018098606199292697,2.174745916279596,0.07077794726519938,-1.4182468883380057,0.024804496578690126,-2.204836922824757
GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_DN,0.018098606199292697,2.1725356978046375,0.03238930993218987,-2.0284688942603775,0.024804496578690126,-1.7703922565908146
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN,0.018098606199292697,2.168635845659902,0.03238930993218987,-2.2682139641104504,0.10480019856043683,-1.287763275603704
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN,0.018098606199292697,2.137545870779591,0.5956237371560994,0.9982006449382779,0.024804496578690126,-2.613299431530174
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN,0.018098606199292697,2.1233437654354073,0.03238930993218987,-2.9343180694674635,0.12438407924634276,-1.3183412282481637
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN,0.018098606199292697,2.121414223504139,0.03238930993218987,-2.2188312192260367,0.04537200011175369,-1.4563875373286865
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN,0.018098606199292697,2.080965257848212,0.03238930993218987,-1.9322295704996468,0.024804496578690126,-1.6145029747690622
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN,0.018098606199292697,2.067347865552079,0.03238930993218987,-3.0267416439219446,0.15711004654395877,1.3122011850708453
GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN,0.018098606199292697,2.0637638725692917,0.03238930993218987,-2.885565959253475,0.5390295358649789,1.027205759879494
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_UP,0.018098606199292697,2.0442611482670032,0.03238930993218987,-2.0993816323371863,0.04537200011175369,-1.475852076869779
GSE7764_NKCELL_VS_SPLENOCYTE_UP,0.018098606199292697,2.0313667795417527,0.35225993851106235,-1.1001660097214567,0.024804496578690126,-2.0508850413466537
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_DN,0.018098606199292697,2.023007515727797,0.03273665537816481,-2.7194176524374374,0.4144535710339239,1.089066720440506
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP,0.018098606199292697,2.0184235183031864,0.03238930993218987,-2.6315440021280128,0.40284148919342544,1.097697242483774
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN,0.018098606199292697,2.015353190986786,0.03238930993218987,-2.312998003863734,0.05226290213578485,-1.3467739069202271
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN,0.018098606199292697,2.0119001023425596,0.03238930993218987,-2.9317423780089404,0.173850165524457,1.2586337657178195
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN,0.018098606199292697,2.0037155613206146,0.03238930993218987,-2.0314386381995884,0.03593625298177961,-1.5734909853870567
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP,0.018098606199292697,1.9999438950535204,0.03238930993218987,-2.192064904294995,0.04537200011175369,-1.492267429950118
GSE10273_HIGH_VS_LOW_IL7_TREATED_IRF4_8_NULL_PRE_BCELL_DN,0.018098606199292697,1.9965735899559534,0.03238930993218987,-1.9446404444839909,0.04537200011175369,-1.455514107486408
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_DN,0.018098606199292697,1.9945742062775542,0.03238930993218987,-2.662980120758439,0.3493082199744216,1.1272909220994003
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP,0.018098606199292697,1.9910193687117743,0.03238930993218987,-2.9060617212225526,0.060496488422223764,1.3929942638002921
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN,0.018098606199292697,1.9626845119006289,0.03238930993218987,-2.1838737123105156,0.04537200011175369,-1.3925725330083731
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN,0.018098606199292697,1.9498829309485906,0.007189679445367586,1.812861058765103,0.024804496578690126,-2.947113937558119
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP,0.018098606199292697,1.9454008799790468,0.05490722009658352,1.429179206677392,0.024804496578690126,-2.623944293509829
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_DN,0.018098606199292697,1.944908719124135,0.03238930993218987,-1.6819308360834075,0.024804496578690126,-1.7248787732248028
GSE4142_NAIVE_BCELL_VS_PLASMA_CELL_UP,0.018098606199292697,1.9357404791410113,0.03238930993218987,-1.6711684467780414,0.04537200011175369,-1.4549467877211677
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN,0.018098606199292697,1.9272207811956432,0.03238930993218987,-2.305562861888285,0.20084402616358962,-1.2080026464730325
GSE37534_GW1929_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_DN,0.018098606199292697,1.924729627094214,0.03238930993218987,-1.895764193735462,0.07046877938007146,-1.4086217594318693
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP,0.018098606199292697,1.9208029110907356,0.03238930993218987,-1.7154042538468297,0.024804496578690126,-1.8270760138486668
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP,0.018098606199292697,1.918132978630196,0.03238930993218987,-1.4841538052037144,0.024804496578690126,-1.7702365190242326
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN,0.018098606199292697,1.9161431818397245,0.03238930993218987,-1.5743009234363237,0.03593625298177961,-1.5608397499235502
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP,0.018098606199292697,1.9024389027069015,0.03238930993218987,-1.9757322953793846,0.23887657547388272,-1.194301142686025
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP,0.018098606199292697,1.8993122382450665,0.03238930993218987,-2.949259251913362,0.014522821576763484,1.6722628121417995
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN,0.018098606199292697,1.895857628887855,0.03238930993218987,-1.8984217017585463,0.06939182452642073,-1.3388120619498933
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP,0.018098606199292697,1.8922515331116452,0.03238930993218987,-1.8508771382165858,0.024804496578690126,-1.624017480658916
GSE31082_DN_VS_DP_THYMOCYTE_DN,0.018098606199292697,1.890189906554145,0.03238930993218987,-1.870629630720562,0.03593625298177961,-1.4010895345760912
GSE14415_INDUCED_VS_NATURAL_TREG_UP,0.018098606199292697,1.8885693483898813,0.03238930993218987,-2.085808440339772,0.04537200011175369,-1.53770237605514
GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_DN,0.018098606199292697,1.8878800493349472,0.03238930993218987,-1.8549260776264924,0.024804496578690126,-1.5455210293153279
GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN,0.018098606199292697,1.8680909019340348,0.3317293742702683,1.1487148382114687,0.024804496578690126,-2.1944614562210516
GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN,0.018098606199292697,1.8601921482570025,0.03238930993218987,-1.6440597059151714,0.024804496578690126,-1.5909983002366184
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP,0.018098606199292697,1.8584989358163877,0.03238930993218987,-1.837208249472085,0.03593625298177961,-1.4443263303107714
GSE13229_IMM_VS_MATURE_NKCELL_DN,0.018098606199292697,1.8573920113302547,0.8610164356585625,-0.9080794648015292,0.024804496578690126,-2.015080354868481
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP,0.018098606199292697,1.8540996273773556,0.2859789457433156,1.1696450029805325,0.024804496578690126,-2.278526840275592
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_UP,0.018098606199292697,1.8533757838946927,0.03238930993218987,-2.308498194663973,0.7692163697575283,0.890906392092138
GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_UP,0.018098606199292697,1.8350813019673744,0.03238930993218987,-2.05295532040802,0.47013320519586915,-1.0542923597752072
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP,0.018098606199292697,1.834708554592238,0.03238930993218987,-2.2615525674820236,0.17812225797016673,-1.2207552270097553
GSE14308_INDUCED_VS_NATURAL_TREG_DN,0.018098606199292697,1.8283423897787343,0.03238930993218987,-2.188453377858634,0.5392382927072227,-1.017588973731188
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP,0.018098606199292697,1.8255919819220365,0.03238930993218987,-2.001042133768857,0.20182867288060366,-1.1906386379132747
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN,0.018098606199292697,1.8253198079718178,0.03238930993218987,-1.9263621119681877,0.24640522875816995,-1.1585759398590778
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP,0.018098606199292697,1.815148632504232,0.03238930993218987,-2.1478819868675294,0.08962142673190833,-1.336088293794468
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN,0.018098606199292697,1.810285147122821,0.03238930993218987,-2.7147145531139834,0.1265909073540538,1.305555662013898
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP,0.018098606199292697,1.8085410621934186,0.03238930993218987,-1.8306648946762945,0.04537200011175369,-1.3940758283110433
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN,0.018098606199292697,1.8062101738321368,0.7380263479474303,0.9393825582601605,0.024804496578690126,-2.201562853374946
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP,0.018098606199292697,1.8010511370896043,0.02934869039300258,-2.005696423908538,0.08634113491097696,-1.405713214385703
GSE6259_BCELL_VS_CD8_TCELL_DN,0.018098606199292697,1.7910299536850809,0.03238930993218987,-1.8150538800158902,0.17941590879979505,-1.2156832603552867
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP,0.018098606199292697,1.78856631673768,0.03238930993218987,-1.7565362290039594,0.07677035076108538,-1.339853756043741
GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP,0.018098606199292697,1.7799117804770452,0.12835358294073893,1.2820158006745732,0.024804496578690126,-2.5188948886585085
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_DN,0.018098606199292697,1.7776076931226916,0.03238930993218987,-1.806703557681601,0.24016563146997927,-1.1675456943364264
GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP,0.018098606199292697,1.775385155263166,0.03238930993218987,-2.198942674349948,0.7365516710105666,-0.9210453877212957
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN,0.018098606199292697,1.773375916490402,0.24981412639405204,1.1959410009963467,0.024804496578690126,-2.239721667897945
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN,0.018098606199292697,1.7706517088592026,0.09147760085801503,-1.344533726038095,0.024804496578690126,-1.6449327038463395
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_UP,0.018098606199292697,1.7665367888734065,0.21665851380797793,-1.143917949301841,0.024804496578690126,-1.724072653121485
GSE42724_B1_BCELL_VS_PLASMABLAST_DN,0.018098606199292697,1.7652143952642338,0.05342398157793739,-1.4857527860141453,0.024804496578690126,-1.6001472507720702
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP,0.018098606199292697,1.7584691630587408,0.03238930993218987,-1.9309945853072883,0.06871650211565586,-1.307778981425405
GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP,0.018098606199292697,1.7566432778309466,0.03238930993218987,-1.5867337956045242,0.06039569593891011,-1.4087411939853993
GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN,0.018098606199292697,1.7561236484830614,0.03238930993218987,-2.1577682432683885,0.2904453749524172,-1.1476752931973389
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN,0.018098606199292697,1.7555760284113826,0.03238930993218987,-2.2871567159685506,0.560578386605784,1.0168263822784076
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN,0.018098606199292697,1.7512236330344952,0.007189679445367586,1.7374074139127922,0.024804496578690126,-2.6828383528959603
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP,0.018098606199292697,1.750189523416247,0.11163679850557356,1.3072310610815294,0.024804496578690126,-2.2960117091382632
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP,0.018098606199292697,1.749989997223155,0.03238930993218987,-1.516150010161127,0.04537200011175369,-1.4432418144047736
GSE28237_EARLY_VS_LATE_GC_BCELL_DN,0.018098606199292697,1.7478005002564179,0.890915636625465,-0.8946342010376207,0.024804496578690126,-1.9638504914812034
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN,0.018098606199292697,1.746434285432874,0.03238930993218987,-1.7205802515802275,0.07676412992099399,-1.3632117372900017
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN,0.018098606199292697,1.7457579678291415,0.03238930993218987,-1.5120057736642598,0.04537200011175369,-1.5312904235388667
GSE7548_NAIVE_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_UP,0.018098606199292697,1.7438095883612417,0.08876944450770947,-1.2743131057565176,0.024804496578690126,-1.5918977440080901
GSE4142_GC_BCELL_VS_MEMORY_BCELL_UP,0.018098606199292697,1.7413819375747148,0.03238930993218987,-1.7920301446270723,0.07687709540764612,-1.338526208758677
GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP,0.018098606199292697,1.7395138975818767,0.03238930993218987,-2.096319307258494,0.3906496991090108,-1.084718448089585
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN,0.018098606199292697,1.7321086249094113,0.26474182426130005,1.1944168011714817,0.024804496578690126,-2.0741057377858376
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN,0.018098606199292697,1.7286484150444785,0.8287557073946914,0.880286809517858,0.024804496578690126,-2.092041058393448
GSE14415_NATURAL_TREG_VS_TCONV_UP,0.018098606199292697,1.7254111867052984,0.03238930993218987,-2.6767064743997047,0.3520074696545285,1.1348082120059335
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP,0.018098606199292697,1.7251516179650648,0.03238930993218987,-2.2268677001485426,0.4613921702022388,-1.0718318941777767
GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP,0.018098606199292697,1.7248398669951797,0.03238930993218987,-2.015073990525765,0.20135467132000096,-1.1930904398813227
GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN,0.018098606199292697,1.7234206643572159,0.03238930993218987,-2.193676701319743,0.5594781818325107,1.010503902612028
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN,0.018098606199292697,1.7229709153895925,0.03238930993218987,-2.46487900403506,0.6267273072353946,0.9752064826521747
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_DN,0.018098606199292697,1.7222329777300087,0.033523012667460245,-2.5305567775733757,0.11211197867072939,1.3169256707021486
GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN,0.018098606199292697,1.7176591669436112,0.03509909442607361,-1.5655264824611017,0.024804496578690126,-1.5454838331161505
GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_DN,0.018098606199292697,1.7135706897736886,0.03238930993218987,-1.732522269278619,0.2014263565891473,-1.1967647414183864
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP,0.018098606199292697,1.7130098877727156,0.03238930993218987,-1.696965588040892,0.14389784128914562,-1.294611841902549
GSE3982_MAST_CELL_VS_BASOPHIL_DN,0.018098606199292697,1.7125169021506805,0.03238930993218987,-1.5796236705181972,0.07687709540764612,-1.3553037283544445
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_UP,0.018098606199292697,1.712410404175566,0.03238930993218987,-1.829960215329117,0.6940273293790824,0.9310939740464668
GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_DN,0.018098606199292697,1.7109073801953696,0.03238930993218987,-1.504802844340216,0.04537200011175369,-1.4636578681639096
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_DN,0.018098606199292697,1.707823280373256,0.03238930993218987,-1.7120197811075566,0.05176095617529881,-1.389071820214985
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN,0.018098606199292697,1.7066488595990768,0.03238930993218987,-1.8118160644619958,0.19131853194381515,-1.1963902905730337
GSE11961_FOLLICULAR_BCELL_VS_PLASMA_CELL_DAY7_DN,0.018098606199292697,1.7066155793417963,0.2406594424377142,-1.1427651920189723,0.024804496578690126,-1.8207765217274772
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN,0.018098606199292697,1.7065664129979132,0.17628947368421052,-1.2097746682711081,0.024804496578690126,-1.8919965045597478
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN,0.018098606199292697,1.7041484896136285,0.03238930993218987,-2.673964627114135,0.09942857142857144,1.3394090662661322
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN,0.018098606199292697,1.7016228655326,0.0688135593220339,1.397518596449557,0.024804496578690126,-2.461232326503317
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP,0.018098606199292697,1.696701799505541,0.14832461231091237,-1.2087948210738528,0.05226290213578485,-1.3663610984165104
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,0.018098606199292697,1.6965250953931998,0.032733796031900665,-2.104616437611254,0.25654823783607494,1.1823717950278003
GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN,0.018098606199292697,1.6947282723898385,0.03238930993218987,-2.012748187354093,0.4524221594527079,-1.0495784059888276
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP,0.018098606199292697,1.6927253155442694,0.3897965602290973,-1.0695353482744607,0.024804496578690126,-1.6607868629216116
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN,0.018098606199292697,1.6892192017523042,0.03238930993218987,1.45666580078648,0.024804496578690126,-2.322962622588838
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP,0.018098606199292697,1.6868210838628854,0.03238930993218987,-2.3735116559245926,0.4787409845049077,1.0533283372295257
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN,0.018098606199292697,1.6865815129140895,0.1304452595785697,-1.2342224219918116,0.024804496578690126,-1.6583844141201807
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP,0.018098606199292697,1.6861800816089356,0.03238930993218987,-1.9113603463982993,0.11203262252609957,-1.276599567174172
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,0.018098606199292697,1.6859986947160168,0.03238930993218987,-2.1018068674683033,0.5914954320575471,0.9910988784301814
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP,0.018098606199292697,1.6839335552491816,0.03238930993218987,-1.6481114123956282,0.060496488422223764,-1.4458800442812227
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP,0.018098606199292697,1.6839309565127012,0.03238930993218987,-1.8672930386540518,0.10550935550935552,-1.272507734432331
GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN,0.018098606199292697,1.683513301346348,0.03238930993218987,-1.7755262861741468,0.05226290213578485,-1.329921798088249
GSE20715_0H_VS_6H_OZONE_TLR4_KO_LUNG_DN,0.018098606199292697,1.6761525902037124,0.03238930993218987,-1.5804910567785735,0.5642981792349389,-1.0088759091630242
GSE40655_FOXO1_KO_VS_WT_NTREG_UP,0.018098606199292697,1.6721626001122352,0.03238930993218987,-1.961530232278991,0.7884138982404879,-0.9068071295300171
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN,0.018098606199292697,1.6697818551995334,0.03238930993218987,-2.0670115767121398,0.31515298374518824,-1.1497987023441727
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP,0.018098606199292697,1.6673996098566364,0.5623268698060943,-1.004774301039254,0.024804496578690126,-1.5963186899338484
GSE14350_TREG_VS_TEFF_UP,0.018098606199292697,1.6646507663317798,0.032733796031900665,-2.404017558444799,0.18836697247706422,1.248564102236645
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN,0.018098606199292697,1.6644903886643556,0.03238930993218987,-1.6582037412648594,0.3087288898861557,-1.1336278291902415
GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_UP,0.018098606199292697,1.6582688808475619,0.03238930993218987,-1.881669556208666,0.20147886004590343,1.247132991532556
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP,0.018098606199292697,1.6568713711008003,0.03238930993218987,-2.479831699840182,0.1049106902529097,1.3460734794402454
GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN,0.018098606199292697,1.6567285128383111,0.03238930993218987,-1.6461296846230815,0.10663553788348594,-1.294600508072967
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP,0.026660537807400596,1.6525161230533318,0.02925967965695548,-1.970390234600073,0.7409716051168654,-0.9063289705370947
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP,0.018098606199292697,1.6496156772973307,0.13376478202035652,-1.2231208499867647,0.024804496578690126,-1.7091825373078473
GSE23398_WT_VS_IL2_KO_CD4_TCELL_SCURFY_MOUSE_DN,0.018098606199292697,1.6487127915059532,0.03238930993218987,-1.5377184459806608,0.03593625298177961,-1.5104540105865412
